title,subtitle,searchterms,popularity,recommended,genre,composer,epoch,composer_popularity,composer_recommended
"Grand Fantasia, for flute, trumpet  and piano",,,0,0,Chamber,Malcolm Arnold,Post-War,0,
"Guitar Concerto, op. 67",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"H.R.H. The Duke of Cambridge, for military band, op. 60",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Harmonica Concerto, op. 46",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
Hobson's Choice,,,0,0,Stage,Malcolm Arnold,Post-War,0,
"Homage to the Queen, op. 42",Ballet,,0,0,Stage,Malcolm Arnold,Post-War,0,
"Little Suite no. 1, for brass band, op. 80",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Little Suite no. 2, for brass band, op. 93",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Little Suite no. 2, op. 78",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Little Suite no. 3, op. 142, ""A Manx Suite""",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Machines, symphonic study, op. 30",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
No Love for Johnnie,,,0,0,Stage,Malcolm Arnold,Post-War,0,
"Oboe Concerto, op. 39",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Organ Concerto, op. 47",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Overseas March, for military band, op. 70",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
Overture for Wind Octet,,,0,0,Chamber,Malcolm Arnold,Post-War,0,
"Peterloo Overture, op. 97",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Phantasy, for string quartet, ""Vita Abundans""",,,0,0,Chamber,Malcolm Arnold,Post-War,0,
Piano Sonata,,,0,0,Keyboard,Malcolm Arnold,Post-War,0,
Popular Birthday,,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Quintet no. 1 for 2 Trumpets, Horn, Trombone and Tuba, op. 73",,,0,0,Chamber,Malcolm Arnold,Post-War,0,
"Recorder Concerto, op. 133",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Return of Odysseus, cantata for chorus and orchestra, op. 119",,,0,0,Vocal,Malcolm Arnold,Post-War,0,
"Rinaldo and Armida, op. 49",Ballet,,0,0,Stage,Malcolm Arnold,Post-War,0,
"Robert Kett Overture, op. 141",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
Saxophone Concerto,,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Serenade for Guitar and Strings, op. 50",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Severn Bridge Variations: Var.1, for orchestra ",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Shakespearean Cello Concerto, op. 136",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Sonata for Violin and Piano no. 1, op. 15",,,0,0,Chamber,Malcolm Arnold,Post-War,0,
"Sonata for Violin and Piano no. 2, op. 43",,,0,0,Chamber,Malcolm Arnold,Post-War,0,
"Sonata for Violin and Piano, op. 17",,,0,0,Chamber,Malcolm Arnold,Post-War,0,
"Sonatina for flute and piano, op. 19",,,0,0,Chamber,Malcolm Arnold,Post-War,0,
"Sonatina, for recorder and piano, op. 41",,,0,0,Chamber,Malcolm Arnold,Post-War,0,
"Sonatine, for oboe and piano",,,0,0,Chamber,Malcolm Arnold,Post-War,0,
Stolen Face,,,0,0,Stage,Malcolm Arnold,Post-War,0,
"String Quartet no. 1, op. 23",,,0,0,Chamber,Malcolm Arnold,Post-War,0,
"String Quartet no. 2, op. 118",,,0,0,Chamber,Malcolm Arnold,Post-War,0,
"Suite Bourgeoise, for flute, oboe and piano",,,0,0,Chamber,Malcolm Arnold,Post-War,0,
"Sweeny Todd, op. 68",Ballet,,0,0,Stage,Malcolm Arnold,Post-War,0,
"Symphony for Brass Instruments, op. 123",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Symphony for Strings, op. 13",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Symphony no. 1, op. 22",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Symphony no. 2, op. 40",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Symphony no. 3, op. 63",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Symphony no. 4, op. 71",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Symphony no. 5, op. 74",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Symphony no. 6, op. 95",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Symphony no. 7, op. 113",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Symphony no. 8, op. 124",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Symphony no. 9, op. 128",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Tam O'Shanter Overture, op. 51",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
The Belles of St. Trinians,,,0,0,Stage,Malcolm Arnold,Post-War,0,
The Captain's Paradise,,,0,0,Stage,Malcolm Arnold,Post-War,0,
"The Fair Field, op. 110",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
The Holly and the Ivy: Fantasy on Christmas Carols,,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
The Inn of the Sixth Happiness,,,0,0,Stage,Malcolm Arnold,Post-War,0,
"The Padstow Lifeboat, op. 94",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
The Roots of Heaven,,,0,0,Stage,Malcolm Arnold,Post-War,0,
"The Smoke, op. 21",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"The Sound Barrier, rhapsody, op. 38",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
Trapeze,,,0,0,Stage,Malcolm Arnold,Post-War,0,
"Trio for Flute, Viola and Bassoon, op. 6",,,0,0,Chamber,Malcolm Arnold,Post-War,0,
"Trio for Violin, Cello and Piano, op. 54",,,0,0,Chamber,Malcolm Arnold,Post-War,0,
"Variations on a Theme of Ruth Gipps, op. 122",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
"Variations on a Ukrainian Folksong, op. 9",,,0,0,Keyboard,Malcolm Arnold,Post-War,0,
"Water Music, for winds and percussion, op. 82",,,0,0,Orchestral,Malcolm Arnold,Post-War,0,
Whistle Down the Wind,,,0,0,Stage,Malcolm Arnold,Post-War,0,
"Woodwind Quintet, op. 2",,,0,0,Chamber,Malcolm Arnold,Post-War,0,
You Know What Sailors Are,,,0,0,Stage,Malcolm Arnold,Post-War,0,
"Accompanied Recitative, serialized composition for soprano saxophone and piano",,,0,0,Chamber,Milton Babbitt,Post-War,0,
"Around the horn, for solo horn",,,0,0,Chamber,Milton Babbitt,Post-War,0,
"Beaten Paths, for marimba",,,0,0,Chamber,Milton Babbitt,Post-War,0,
Canonical Form,,,0,0,Keyboard,Milton Babbitt,Post-War,0,
Clarinet Quintet,,,0,0,Chamber,Milton Babbitt,Post-War,0,
Composition for Synthesizer,,,0,0,Chamber,Milton Babbitt,Post-War,0,
Composition for Viola and Piano,,,0,0,Chamber,Milton Babbitt,Post-War,0,
Correspondences for String Orchestra and Synthesized Tape,,,0,0,Orchestral,Milton Babbitt,Post-War,0,
Duet,,,0,0,Keyboard,Milton Babbitt,Post-War,0,
Ensembles for Synthesizer,,,0,0,Chamber,Milton Babbitt,Post-War,0,
"Homily, for snare drum",,,0,0,Chamber,Milton Babbitt,Post-War,0,
Lagniappe,,,0,0,Keyboard,Milton Babbitt,Post-War,0,
"Melismata, for violin",,,0,0,Chamber,Milton Babbitt,Post-War,0,
"None but the Lonely Flute, for flute",,,0,0,Chamber,Milton Babbitt,Post-War,0,
Partitions,,,0,0,Keyboard,Milton Babbitt,Post-War,0,
Philomel,"For soprano, taped soprano and synthesizer",,0,1,Vocal,Milton Babbitt,Post-War,0,
"Play It Again Sam, for viola",,,0,0,Chamber,Milton Babbitt,Post-War,0,
Post-Partitions,,,0,0,Keyboard,Milton Babbitt,Post-War,0,
"Reflections, for piano and synthesized tape",,,0,0,Keyboard,Milton Babbitt,Post-War,0,
Round ,,,0,0,Vocal,Milton Babbitt,Post-War,0,
Semi-Simple Variations,,,0,0,Keyboard,Milton Babbitt,Post-War,0,
"Sheer Pluck, for solo guitar",,,0,0,Chamber,Milton Babbitt,Post-War,0,
"Soli e Duettini, for flute and guitar",,,0,0,Chamber,Milton Babbitt,Post-War,0,
Tableaux,,,0,0,Keyboard,Milton Babbitt,Post-War,0,
"Whirled Series, for saxaphone and piano",,,0,0,Chamber,Milton Babbitt,Post-War,0,
"3 Minuets, BWV.841-843",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"3 Wedding Chorales, for chorus and orchestra, BWV.250-52",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"3-Part Inventions, BWV.787-801",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"4 'Duettos', BWV.802-805 ",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"5 Preludes, BWV.939-943",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"6 Preludes, BWV.933-38, ""Six Little Preludes""",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Ach bleib' bei uns, Herr Jesu Christ, BWV.649",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Ach Gott und Herr, BWV.255",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Ach Gott und Herr, BWV.714",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Ach Gott vom Himmel sieh darein, BWV.741",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Ach Gott, erhor mein Seufzen, BWV.254",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Ach Gott, tu dich erbarmen, BWV.1109",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Ach Herr, mich armen Sünder, BWV.742",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Ach lieben Cheisten, seid getrost, BWV.256",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Ach wie nichtig, ach wie flüchtig, BWV.644",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Ach, dass nicht die letzte Stunde, BWV.439",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Ach, was ist doch unser Leben, BWV.743",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Ach, was soll ich Sünder machen ",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Ach, was soll ich Sunder machen, BWV.259",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Ach, was soll ich Sünder machen, BWV.770",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
Adagio du Concerto pour hautbois en ré mineur,,,0,0,Orchestral,Johann Sebastian Bach,Baroque,1,1
"Adagio in G major, BWV.968",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Alle Menschen müssen sterben, BWV.1117",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Alle Menschen müssen sterben, BWV.643",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Alle Menschern mussen sterben, BWV.262",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Allein Gott in der Hoh sei Ehr, BWV.260",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Allein Gott in der Höh sei Ehr, BWV.662",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Allein Gott in der Höh sei Ehr, BWV.663",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Allein Gott in der Höh sei Ehr, BWV.675",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Allein Gott in der Höh sei Ehr, BWV.676",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Allein Gott in der Höh sei Ehr, BWV.677",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Allein Gott in der Höh sei Ehr, BWV.711",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Allein Gott in der Höh sei Ehr, BWV.715",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Allein Gott in der Höh sei Ehr, BWV.717",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Allein zu dir, Herr Jesu Christ, BWV.1100",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Allein zu dir, Herr Jesu Christ, BWV.261",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Allemande in G minor, BWV.836",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Allemande in G minor, BWV.837",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Alles ist an Gottes Segen, BWV.263",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Alles mit Gott, nichts ohn' ihn, BWV.1127",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Als def gutige Gott, BWV.264",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Als Jesus Christus in der Nacht, BWV.1108",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Als vierzig Tag nach Ostern, BWV.266",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"An Wasserflüssen Babylon, BWV. 653b",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"An Wasserflussen Babylon, BWV.267",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"An Wasserflüssen Babylon, BWV.653",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Applicatio in C major, BWV.994",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Aria variata in A minor, BWV.989, ""In the Italian Style""",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Art of the Fugue, BWV.1080",,,0,1,Chamber,Johann Sebastian Bach,Baroque,1,1
"Auf, auf, mein Herz, und du mein ganzer Sinn, BWV.268",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Auf, auf! die rechte Zeit ist hier, BWV.440",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Auf, auf! mein Herz, mit Freuden, BWV.441",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Aus meines Herzens Grunde, BWV.269",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Aus tiefer Not schrei ich zu dir, BWV.1099",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Aus tiefer Not schrei ich zu Dir, BWV.686",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Aus tiefer Not schrei ich zu Dir, BWV.687",,,0,0,Keyboard,Johann Sebastian Bach,Baroque,1,1
"Befiehl du deine Wege, BWV.270",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Befiehl du deine Wege, BWV.271",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Befiehl du deine Wege, BWV.272",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Beglücketer Stand getreuer Seelen, BWV.442",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Beschränkt, ihr Weisen dieser Welt, BWV.443",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Brandenburg Concerto no. 1 in F major, BWV.1046",,,0,1,Orchestral,Johann Sebastian Bach,Baroque,1,1
"Brandenburg Concerto no. 2 in F major, BWV.1047",,,1,1,Orchestral,Johann Sebastian Bach,Baroque,1,1
"Brandenburg Concerto no. 3 in G major, BWV.1048",,,1,1,Orchestral,Johann Sebastian Bach,Baroque,1,1
"Brandenburg Concerto no. 4 in G major, BWV.1049",,,0,1,Orchestral,Johann Sebastian Bach,Baroque,1,1
"Brandenburg Concerto no. 5 in D major, BWV.1050",,,0,1,Orchestral,Johann Sebastian Bach,Baroque,1,1
"Brandenburg Concerto no. 6 in B flat major, BWV.1051",,,0,1,Orchestral,Johann Sebastian Bach,Baroque,1,1
"Bricht entzwei, mein armes Herze, BWV.444",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Brunnquell aller Güter, BWV.445",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Canon a2 perpetuus, BWV.1075",,,0,0,Chamber,Johann Sebastian Bach,Baroque,1,1
"Canon a4 perpetuus, BWV.1073",,,0,0,Chamber,Johann Sebastian Bach,Baroque,1,1
"Canon a4, BWV.1074",,,0,0,Chamber,Johann Sebastian Bach,Baroque,1,1
"Canon concordia discors a2, in contrary motion, BWV.1086",,,0,0,Chamber,Johann Sebastian Bach,Baroque,1,1
"Canon super fa mi a 7 post tempus musicus, BWV.1078",,,0,0,Chamber,Johann Sebastian Bach,Baroque,1,1
"Canon trias harmonica a8, in contrary motion, BWV.1072",,,0,0,Chamber,Johann Sebastian Bach,Baroque,1,1
"Canon triplex a 6 voc., BWV.1076",,,0,0,Chamber,Johann Sebastian Bach,Baroque,1,1
"Canone doppio sopr'il soggetto, BWV.1077",,,0,0,Chamber,Johann Sebastian Bach,Baroque,1,1
"Canonic Trio in F major, BWV.1040",,,0,0,Chamber,Johann Sebastian Bach,Baroque,1,1
"Canonic Variations on 'Vom himmel hoch, da komm ich her', BWV.769",,,0,0,Chamber,Johann Sebastian Bach,Baroque,1,1
"Cantata 198: Lass, Fürstin, lass noch einen Strahl, BWV.198",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata 208: Was mir behagt, ist nur die muntre Jagd!, BWV.208",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 1: Wie schön leuchtet der Morgenstern, BWV.1",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 10: Meine Seel' erhebet den Herren!, BWV.10",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 100: Was Gott tut, das ist wohlgetan, BWV.100",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 103: Ihr werdet weinen und heulen, BWV.103",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 104: Du Hirte Israel, höre, no. 104",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 105: Herr, gehe nicht ins Gericht, no. 105",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 106: Gottes Zeit ist die allerbeste Zeit, BWV.106",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 107: Was willst du dich betrüben, BWV.107",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 108: Es ist euch gut, dass ich hingehe, BWV.108",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 11: Lobet Gott in seinen Reichen, BWV.11",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 110: Unser Mund sei voll Lachens, BWV.110",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 111: Was mein Gott will, das g'scheh allzeit, BWV.111",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 112: Der Herr ist mein getreuer Hirt, BWV.112",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 116: Du Freidefürst, Herr Jesu Christ, BWV.116",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 117: Sei Lob' und Ehr' dem höchsten, BWV.117",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 119, Preise, Jerusalem, den Herrn, BWV.119",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 12: Weinen, Klagen, Sorgen, Zagen, BWV.12",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 120: Gott, man lobet dich in der Stille, BWV.120",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 120a: Herr Gott, Beherrscher aller Dinge, BWV.120a",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 121: Christum, wir sollen loben schon, BWV.121",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 123: Liebster Immanuel, Herzog der Frommen, BWV.123",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 124: Meinen Jesum lass ich nicht, BWV.124",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 125: Mit Fried und Freud ich fahr dahin, BWV.125",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 126: Erhalt' uns, Herr, bei deinem Wort, BWV.126",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 127: Herr Jesu Christ, wahr'r Mensch und Gott, BWV.127",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 128: Auf Christi Himmelfahrt allein, BWV.128",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 129: Gelobet sei der Herr, mein Gott, BWV.129",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 130: Herr Gott, dich loben alle wir, BWV.130",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 131, Aus der Tiefen rufe ich, Herr, zu dir, BWV.131",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 132: Bereitet die Wege, bereitet die Bahn, BWV.132",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 133: Ich freue mich an dir, BWV.133",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 134: Ein Herz, das seinen Jesum lebend weiss, BWV.134",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 134a: Die Zeit, die Tag und Jahre macht, serenata, BWV.134a ",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 135: Ach Herr, mich armen Sünder, BWV.135",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 137: Lobe den Herren, BWV.137",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 138: Warum betrübst du dich, mein Herz, BWV.138",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 139: Wohl dem, der sich auf seinen Gott, BWV.139",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 140, ""Wachet auf, ruft uns die Stimme"", BWV.140",,,1,1,Vocal,Johann Sebastian Bach,Baroque,1,1
Cantata no. 141: Das ist je gewisslich wahr  BWV.141,,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 144: Nimm, was dien ist, und gehe hin, BWV.144",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 145: Auf, mein Herz, des Herren Tag, BWV.145",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 146: Wir müssen durch viel Trübsal, BWV.146",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
Cantata no. 147: Herz und Mund und Tat und Leben ,,,1,1,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 149, Man singet mit Freuden vom Sieg, BWV.149",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 150: Nach Dir, Herr, Verlanget Mich, BWV.150",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 151: Süsser Trost, mein Jesus kommt, BWV.151",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 152: Tritt auf die Glaubensbahn, BWV.152",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 153: Schau', lieber Gott, wie meine Feind', BWV.153",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 157: Ich lasse dich nicht, du segnest mich denn, BWV.157",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 158: Der Friede sei mit dir, BWV.158",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 159: Sehet, wir geh'n hinauf def Jerusalem, BWV.159",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 16: Herr Gott, dich loben wir, BWV.16",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 161: Komm, du süsse Todesstunde, BWV.161",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 162: Ach! ich sehe, itzt, da ich zur Hochzeit gehe, BWV.162",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 165: O heilges Geist- und Wasserbad, BWV.165",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 166: Wo gehest du hin?, BWV.166",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 167: Ihr Menschen, rühmet Gottes Liebe, BWV.167",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 170: Vergnügte Ruh, beliebte Seelenlust, BWV.170",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 171: Gott, wie dein Name, so ist auch dein Ruhm, BWV.171",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 172: Erschallet, ihr Lieder, BWV.172",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 173: Erhöhtes Fleisch und Blut, BWV.173",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 173a: Durchlauchtster Leopold, BWV.173a ",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 174: Ich liebe den Höchsten von ganzen Gemüte, BWV.174",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 175: Er rufet seinen Schafen mit Namen, BWV.175",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
"Cantata no. 176: Es ist ein trotzig und verzagt Ding, BWV.176",,,0,0,Vocal,Johann Sebastian Bach,Baroque,1,1
